group,monitor,aqs_site_id,county,row_type,row,health_effects,period,period_start,period_end,value_shown,statistic,mean_ppb,screening_level_ppb,n_samples,n_weeks,coverage,coverage_flag,design_value,naaqs,dv_method,data_cutoff
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Benzene,Immune,Sep 2026,2026-09-01,2026-09-30,0.0203,mean of weekly means ÷ screening level,0.19689,9.70362,151.0,1.0,0.89881,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Cyclohexane,Developmental,2023,2023-01-01,2023-12-31,0.0001,mean ÷ screening level,0.14486,1830.26,7471.0,,0.85285,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Cyclohexane,Developmental,2024,2024-01-01,2024-12-31,0.0001,mean ÷ screening level,0.18256,1830.26,7472.0,,0.85064,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Cyclohexane,Developmental,2025,2025-01-01,2025-12-31,0.0001,mean ÷ screening level,0.1428,1830.26,7603.0,,0.86792,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Cyclohexane,Developmental,2026 YTD,2026-01-01,2026-09-12,0.0,mean ÷ screening level,0.08527,1830.26,5224.0,,0.85359,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Cyclohexane,Developmental,Last 365 Days,2025-09-12,2026-09-12,0.0001,mean ÷ screening level,0.11298,1830.26,7541.0,,0.85849,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Cyclohexane,Developmental,Sep 2026,2026-09-01,2026-09-30,0.0001,mean of weekly means ÷ screening level,0.16113,1830.26,151.0,1.0,0.89881,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Ethyl Benzene,"Developmental, Hepatic, Urinary",2023,2023-01-01,2023-12-31,0.0002,mean ÷ screening level,0.05066,230.29755,7471.0,,0.85285,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Ethyl Benzene,"Developmental, Hepatic, Urinary",2024,2024-01-01,2024-12-31,0.0002,mean ÷ screening level,0.05324,230.29755,7472.0,,0.85064,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Ethyl Benzene,"Developmental, Hepatic, Urinary",2025,2025-01-01,2025-12-31,0.0002,mean ÷ screening level,0.05338,230.29755,7603.0,,0.86792,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Ethyl Benzene,"Developmental, Hepatic, Urinary",2026 YTD,2026-01-01,2026-09-12,0.0001,mean ÷ screening level,0.03279,230.29755,5224.0,,0.85359,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Ethyl Benzene,"Developmental, Hepatic, Urinary",Last 365 Days,2025-09-12,2026-09-12,0.0002,mean ÷ screening level,0.04435,230.29755,7541.0,,0.85849,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Ethyl Benzene,"Developmental, Hepatic, Urinary",Sep 2026,2026-09-01,2026-09-30,0.0002,mean of weekly means ÷ screening level,0.03728,230.29755,453.0,3.0,0.89881,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Isopropyl Benzene - Cumene,"Endocrine, Urinary",2023,2023-01-01,2023-12-31,0.0002,mean ÷ screening level,0.01856,85.43972,7470.0,,0.85274,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Isopropyl Benzene - Cumene,"Endocrine, Urinary",2024,2024-01-01,2024-12-31,0.0002,mean ÷ screening level,0.01976,85.43972,7472.0,,0.85064,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Isopropyl Benzene - Cumene,"Endocrine, Urinary",2025,2025-01-01,2025-12-31,0.0007,mean ÷ screening level,0.0585,85.43972,7603.0,,0.86792,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Isopropyl Benzene - Cumene,"Endocrine, Urinary",2026 YTD,2026-01-01,2026-09-12,0.0001,mean ÷ screening level,0.00788,85.43972,5224.0,,0.85359,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Isopropyl Benzene - Cumene,"Endocrine, Urinary",Last 365 Days,2025-09-12,2026-09-12,0.0001,mean ÷ screening level,0.00988,85.43972,7541.0,,0.85849,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Isopropyl Benzene - Cumene,"Endocrine, Urinary",Sep 2026,2026-09-01,2026-09-30,0.0001,mean of weekly means ÷ screening level,0.00894,85.43972,302.0,2.0,0.89881,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Styrene,"Hematological, Hepatic, Nervous",2023,2023-01-01,2023-12-31,0.0001,mean ÷ screening level,0.02446,234.75756,7468.0,,0.85251,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Styrene,"Hematological, Hepatic, Nervous",2024,2024-01-01,2024-12-31,0.0001,mean ÷ screening level,0.02522,234.75756,7472.0,,0.85064,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Styrene,"Hematological, Hepatic, Nervous",2025,2025-01-01,2025-12-31,0.0001,mean ÷ screening level,0.02431,234.75756,7603.0,,0.86792,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Styrene,"Hematological, Hepatic, Nervous",2026 YTD,2026-01-01,2026-09-12,0.0001,mean ÷ screening level,0.01357,234.75756,5224.0,,0.85359,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Styrene,"Hematological, Hepatic, Nervous",Last 365 Days,2025-09-12,2026-09-12,0.0001,mean ÷ screening level,0.018,234.75756,7541.0,,0.85849,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Styrene,"Hematological, Hepatic, Nervous",Sep 2026,2026-09-01,2026-09-30,0.0001,mean of weekly means ÷ screening level,0.01523,234.75756,453.0,3.0,0.89881,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Toluene,"Nervous, Urinary",2023,2023-01-01,2023-12-31,0.0002,mean ÷ screening level,0.32107,1379.85674,7458.0,,0.85137,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Toluene,"Nervous, Urinary",2024,2024-01-01,2024-12-31,0.0003,mean ÷ screening level,0.40037,1379.85674,7472.0,,0.85064,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Toluene,"Nervous, Urinary",2025,2025-01-01,2025-12-31,0.0003,mean ÷ screening level,0.393,1379.85674,7603.0,,0.86792,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Toluene,"Nervous, Urinary",2026 YTD,2026-01-01,2026-09-12,0.0002,mean ÷ screening level,0.2629,1379.85674,5224.0,,0.85359,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Toluene,"Nervous, Urinary",Last 365 Days,2025-09-12,2026-09-12,0.0002,mean ÷ screening level,0.32228,1379.85674,7541.0,,0.85849,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,Toluene,"Nervous, Urinary",Sep 2026,2026-09-01,2026-09-30,0.0003,mean of weekly means ÷ screening level,0.34715,1379.85674,302.0,2.0,0.89881,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,n-Hexane,Nervous,2023,2023-01-01,2023-12-31,0.0021,mean ÷ screening level,0.4292,207.10722,7464.0,,0.85205,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,n-Hexane,Nervous,2024,2024-01-01,2024-12-31,0.0021,mean ÷ screening level,0.44456,207.10722,7456.0,,0.84882,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,n-Hexane,Nervous,2025,2025-01-01,2025-12-31,0.0019,mean ÷ screening level,0.39436,207.10722,7591.0,,0.86655,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,n-Hexane,Nervous,2026 YTD,2026-01-01,2026-09-12,0.0014,mean ÷ screening level,0.28011,207.10722,5224.0,,0.85359,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,n-Hexane,Nervous,Last 365 Days,2025-09-12,2026-09-12,0.0016,mean ÷ screening level,0.33563,207.10722,7541.0,,0.85849,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,n-Hexane,Nervous,Sep 2026,2026-09-01,2026-09-30,0.002,mean of weekly means ÷ screening level,0.41589,207.10722,151.0,1.0,0.89881,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,o-Xylene,Nervous,2023,2023-01-01,2023-12-31,0.002,mean ÷ screening level,0.04619,23.03,7471.0,,0.85285,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,o-Xylene,Nervous,2024,2024-01-01,2024-12-31,0.0022,mean ÷ screening level,0.05121,23.03,7472.0,,0.85064,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,o-Xylene,Nervous,2025,2025-01-01,2025-12-31,0.0022,mean ÷ screening level,0.04973,23.03,7603.0,,0.86792,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,o-Xylene,Nervous,2026 YTD,2026-01-01,2026-09-12,0.0013,mean ÷ screening level,0.03023,23.03,5224.0,,0.85359,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,o-Xylene,Nervous,Last 365 Days,2025-09-12,2026-09-12,0.0018,mean ÷ screening level,0.0405,23.03,7541.0,,0.85849,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,o-Xylene,Nervous,Sep 2026,2026-09-01,2026-09-30,0.0017,mean of weekly means ÷ screening level,0.03934,23.03,151.0,1.0,0.89881,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,p-Xylene + m-Xylene,Nervous,2023,2023-01-01,2023-12-31,0.0075,mean ÷ screening level,0.17177,23.03127,7459.0,,0.85148,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,p-Xylene + m-Xylene,Nervous,2024,2024-01-01,2024-12-31,0.0081,mean ÷ screening level,0.18634,23.03127,7472.0,,0.85064,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,p-Xylene + m-Xylene,Nervous,2025,2025-01-01,2025-12-31,0.0083,mean ÷ screening level,0.19138,23.03127,7603.0,,0.86792,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,p-Xylene + m-Xylene,Nervous,2026 YTD,2026-01-01,2026-09-12,0.0076,mean ÷ screening level,0.17544,23.03127,5224.0,,0.85359,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,p-Xylene + m-Xylene,Nervous,Last 365 Days,2025-09-12,2026-09-12,0.0087,mean ÷ screening level,0.19934,23.03127,7541.0,,0.85849,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,pollutant,p-Xylene + m-Xylene,Nervous,Sep 2026,2026-09-01,2026-09-30,0.015,mean of weekly means ÷ screening level,0.3457,23.03127,151.0,1.0,0.89881,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,total,Total,,2023,2023-01-01,2023-12-31,0.2906,sum of pollutant ratios,,,,,0.85137,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,total,Total,,2024,2024-01-01,2024-12-31,0.3227,sum of pollutant ratios,,,,,0.84028,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,total,Total,,2025,2025-01-01,2025-12-31,0.5879,sum of pollutant ratios,,,,,0.86267,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,total,Total,,2026 YTD,2026-01-01,2026-09-12,0.1337,sum of pollutant ratios,,,,,0.84232,,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,total,Total,,Last 365 Days,2025-09-12,2026-09-12,0.257,sum of pollutant ratios,,,,,0.65209,*,,,,2026-09-12
Other Health Risks,HRM-16 Deer Park [48] POC 1,48-201-1614,Harris,total,Total,,Sep 2026,2026-09-01,2026-09-30,0.1046,sum of pollutant ratios,,,,,0.89881,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Ability to have children,Reproductive,2023,2023-01-01,2023-12-31,0.1212,sum of pollutant ratios,,,,,0.84726,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Ability to have children,Reproductive,2024,2024-01-01,2024-12-31,0.1679,sum of pollutant ratios,,,,,0.79588,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Ability to have children,Reproductive,2025,2025-01-01,2025-12-31,0.142,sum of pollutant ratios,,,,,0.85674,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Ability to have children,Reproductive,2026 YTD,2026-01-01,2026-09-12,0.0846,sum of pollutant ratios,,,,,0.85016,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Ability to have children,Reproductive,Last 365 Days,2025-09-12,2026-09-12,0.0956,sum of pollutant ratios,,,,,0.8528,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Ability to have children,Reproductive,Sep 2026,2026-09-01,2026-09-30,0.1156,sum of pollutant ratios,,,,,0.82738,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Blood,Hematological,2023,2023-01-01,2023-12-31,0.006,sum of pollutant ratios,,,,,0.85651,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Blood,Hematological,2024,2024-01-01,2024-12-31,0.0093,sum of pollutant ratios,,,,,0.7763,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Blood,Hematological,2025,2025-01-01,2025-12-31,0.0067,sum of pollutant ratios,,,,,0.83858,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Blood,Hematological,2026 YTD,2026-01-01,2026-09-12,0.0053,sum of pollutant ratios,,,,,0.83056,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Blood,Hematological,Last 365 Days,2025-09-12,2026-09-12,0.0054,sum of pollutant ratios,,,,,0.82423,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Blood,Hematological,Sep 2026,2026-09-01,2026-09-30,0.0188,sum of pollutant ratios,,,,,0.82738,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Brain and nervous system,Nervous,2023,2023-01-01,2023-12-31,0.0243,sum of pollutant ratios,,,,,0.85651,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Brain and nervous system,Nervous,2024,2024-01-01,2024-12-31,0.0325,sum of pollutant ratios,,,,,0.7763,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Brain and nervous system,Nervous,2025,2025-01-01,2025-12-31,0.0259,sum of pollutant ratios,,,,,0.83858,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Brain and nervous system,Nervous,2026 YTD,2026-01-01,2026-09-12,0.0221,sum of pollutant ratios,,,,,0.83056,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Brain and nervous system,Nervous,Last 365 Days,2025-09-12,2026-09-12,0.0226,sum of pollutant ratios,,,,,0.82423,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Brain and nervous system,Nervous,Sep 2026,2026-09-01,2026-09-30,0.0444,sum of pollutant ratios,,,,,0.82738,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Growth and development (children's),Developmental,2023,2023-01-01,2023-12-31,0.0086,sum of pollutant ratios,,,,,0.85651,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Growth and development (children's),Developmental,2024,2024-01-01,2024-12-31,0.013,sum of pollutant ratios,,,,,0.7763,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Growth and development (children's),Developmental,2025,2025-01-01,2025-12-31,0.0097,sum of pollutant ratios,,,,,0.83858,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Growth and development (children's),Developmental,2026 YTD,2026-01-01,2026-09-12,0.0076,sum of pollutant ratios,,,,,0.83056,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Growth and development (children's),Developmental,Last 365 Days,2025-09-12,2026-09-12,0.0077,sum of pollutant ratios,,,,,0.82423,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Growth and development (children's),Developmental,Sep 2026,2026-09-01,2026-09-30,0.0126,sum of pollutant ratios,,,,,0.82738,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Hormone system,Endocrine,2023,2023-01-01,2023-12-31,0.0005,sum of pollutant ratios,,,,,0.85674,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Hormone system,Endocrine,2024,2024-01-01,2024-12-31,0.0004,sum of pollutant ratios,,,,,0.7763,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Hormone system,Endocrine,2025,2025-01-01,2025-12-31,0.0004,sum of pollutant ratios,,,,,0.85674,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Hormone system,Endocrine,2026 YTD,2026-01-01,2026-09-12,0.0002,sum of pollutant ratios,,,,,0.85016,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Hormone system,Endocrine,Last 365 Days,2025-09-12,2026-09-12,0.0003,sum of pollutant ratios,,,,,0.8528,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Hormone system,Endocrine,Sep 2026,2026-09-01,2026-09-30,0.0002,sum of pollutant ratios,,,,,0.82738,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Immune system,Immune,2023,2023-01-01,2023-12-31,0.0609,sum of pollutant ratios,,,,,0.85674,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Immune system,Immune,2024,2024-01-01,2024-12-31,0.0576,sum of pollutant ratios,,,,,0.7763,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Immune system,Immune,2025,2025-01-01,2025-12-31,0.041,sum of pollutant ratios,,,,,0.85674,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Immune system,Immune,2026 YTD,2026-01-01,2026-09-12,0.0285,sum of pollutant ratios,,,,,0.85016,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Immune system,Immune,Last 365 Days,2025-09-12,2026-09-12,0.0344,sum of pollutant ratios,,,,,0.8528,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Immune system,Immune,Sep 2026,2026-09-01,2026-09-30,0.0347,sum of pollutant ratios,,,,,0.82738,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Kidneys and urinary system,Urinary,2023,2023-01-01,2023-12-31,0.0012,sum of pollutant ratios,,,,,0.85674,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Kidneys and urinary system,Urinary,2024,2024-01-01,2024-12-31,0.0013,sum of pollutant ratios,,,,,0.7763,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Kidneys and urinary system,Urinary,2025,2025-01-01,2025-12-31,0.0011,sum of pollutant ratios,,,,,0.85674,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Kidneys and urinary system,Urinary,2026 YTD,2026-01-01,2026-09-12,0.0008,sum of pollutant ratios,,,,,0.85016,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Kidneys and urinary system,Urinary,Last 365 Days,2025-09-12,2026-09-12,0.0009,sum of pollutant ratios,,,,,0.8528,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Kidneys and urinary system,Urinary,Sep 2026,2026-09-01,2026-09-30,0.0011,sum of pollutant ratios,,,,,0.82738,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Liver,Hepatic,2023,2023-01-01,2023-12-31,0.0006,sum of pollutant ratios,,,,,0.85674,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Liver,Hepatic,2024,2024-01-01,2024-12-31,0.0007,sum of pollutant ratios,,,,,0.7763,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Liver,Hepatic,2025,2025-01-01,2025-12-31,0.0005,sum of pollutant ratios,,,,,0.85674,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Liver,Hepatic,2026 YTD,2026-01-01,2026-09-12,0.0004,sum of pollutant ratios,,,,,0.85016,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Liver,Hepatic,Last 365 Days,2025-09-12,2026-09-12,0.0005,sum of pollutant ratios,,,,,0.8528,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Liver,Hepatic,Sep 2026,2026-09-01,2026-09-30,0.0007,sum of pollutant ratios,,,,,0.82738,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Lungs & breathing,Respiratory,2023,2023-01-01,2023-12-31,0.0058,sum of pollutant ratios,,,,,0.85651,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Lungs & breathing,Respiratory,2024,2024-01-01,2024-12-31,0.009,sum of pollutant ratios,,,,,0.7763,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Lungs & breathing,Respiratory,2025,2025-01-01,2025-12-31,0.0065,sum of pollutant ratios,,,,,0.83858,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Lungs & breathing,Respiratory,2026 YTD,2026-01-01,2026-09-12,0.0052,sum of pollutant ratios,,,,,0.83056,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Lungs & breathing,Respiratory,Last 365 Days,2025-09-12,2026-09-12,0.0052,sum of pollutant ratios,,,,,0.82423,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,health_effect_total,Lungs & breathing,Respiratory,Sep 2026,2026-09-01,2026-09-30,0.0186,sum of pollutant ratios,,,,,0.82738,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,pollutant,"1,2,3-Trimethylbenzene","Hematological, Nervous, Respiratory",2023,2023-01-01,2023-12-31,,mean ÷ screening level,,,,,,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,pollutant,"1,2,3-Trimethylbenzene","Hematological, Nervous, Respiratory",2024,2024-01-01,2024-12-31,,mean ÷ screening level,,,,,,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,pollutant,"1,2,3-Trimethylbenzene","Hematological, Nervous, Respiratory",2025,2025-01-01,2025-12-31,,mean ÷ screening level,,,,,,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,pollutant,"1,2,3-Trimethylbenzene","Hematological, Nervous, Respiratory",2026 YTD,2026-01-01,2026-09-12,,mean ÷ screening level,,,,,,,,,,2026-09-12
Other Health Risks,HRM-3 Haden Road [B] [22] POC 3,48-201-0803,Harris,pollutant,"1,2,3-Trimethylbenzene","Hematological, Nervous, Respiratory",Last 365 Days,2025-09-12,2026-09-12,,mean ÷ screening level,,,,,,,,,,2026-09-12
